"","rowid","pl_hostname","pl_letter","pl_discmethod","pl_pnum","pl_orbper","pl_orbsmax","pl_orbeccen","pl_orbincl","pl_ttvflag","pl_kepflag","pl_k2flag","ra_str","ra","dec_str","dec","st_dist","st_teff","st_mass","st_rad","rowupdate","pl_name","pl_rvamp","pl_eqt","pl_insol","pl_bmassprov","pl_bmassj","pl_bmasse","pl_dens","pl_radj","pl_rade","pl_rads","pl_def_reflink","pl_disc","pl_disc_reflink","pl_locale","pl_facility","pl_telescope","pl_instrument","st_rah","st_glon","st_glat","st_elon","st_elat","st_plx","st_radv","st_sp","st_spstr","st_age"
"653",653,"HD 86950","b","Radial Velocity",1,1270,2.72,0.17,NA,0,0,0,"10h01m37.61s",150.406708,"-17d19m58.9s",-17.333023,169,4805,1.66,8.8,"16/12/1","HD 86950 b",49,NA,NA,"Msini",3.6,1144.188,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016arXiv161107648W target=ref>Wittenmyer et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016arXiv161107648W target=ref>Wittenmyer et al. 2016</a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instuments",10.02711385,255.23274,29.406031,159.278816,-27.44254,NA,NA,5.1,"K1 III",NA
"654",654,"HD 87646","b","Radial Velocity",1,13.481,0.117,0.05,NA,0,0,0,"10h06m40.77s",151.669861,"+17d53m42.4s",17.895103,73.58,5770,1.12,1.55,"16/8/18","HD 87646 b",956,NA,NA,"Msini",12.4,3941.092,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160803597M target=ref>Ma et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160803597M target=ref>Ma et al. 2016</a>","Ground","Apache Point Observatory","2.5m Sloan Digital Sky Survey (SDSS) Telescope","KeckET",10.11132406,217.77251,51.028389,147.358253,5.870839,13.59,20.88,4,"G",NA
"655",655,"HD 87883","b","Radial Velocity",1,2754,3.6,0.53,NA,0,0,0,"10h08m43.14s",152.179749,"+34d14m32.1s",34.24226,18.06,NA,NA,NA,"15/4/24","HD 87883 b",34.7,NA,NA,"Msini",1.78,565.7374,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...703.1545F target=ref> Fischer et al. 2009 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...703.1545F target=ref> Fischer et al. 2009 </a>","Ground","Lick Observatory","3.0 m C. Donald Shane Telescope","Hamilton Echelle Spectrograph",10.14531657,191.186608,54.540507,141.680987,21.272059,55.37,9.3,5.25,"K2.5 V",NA
"656",656,"HD 88133","b","Radial Velocity",1,3.4148674,0.04691,0.05,15,0,0,0,"10h10m07.68s",152.531982,"+18d11m12.7s",18.186871,74.46,5438,1.18,1.94,"16/10/13","HD 88133 b",32.9,NA,NA,"Mass",1.02,324.1866,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160909074P target=ref>Piskorz et al. 2016</a>",2004,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005ApJ...620..481F target=ref> Fischer et al. 2005 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",10.16879883,217.810456,51.898177,148.02572,6.4336,13.43,-3.45,4.5,"G5 IV",NA
"657",657,"HD 89307","b","Radial Velocity",1,2157,3.27,0.241,NA,0,0,0,"10h18m21.29s",154.588699,"+12d37m16.0s",12.621108,30.88,NA,NA,NA,"15/4/24","HD 89307 b",28.9,NA,NA,"Msini",1.78,565.7374,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...703.1545F target=ref> Fischer et al. 2009 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...703.1545F target=ref> Fischer et al. 2009 </a>","Ground","Lick Observatory","3.0 m C. Donald Shane Telescope","Hamilton Echelle Spectrograph",10.30591329,227.304203,51.395667,151.876292,1.94301,32.38,22.6,4,"G0",NA
"658",658,"HD 89744","b","Radial Velocity",1,256.78,0.918,0.673,NA,0,0,0,"10h22m10.56s",155.544006,"+41d13m46.3s",41.22953,39,6291,1.56,NA,"14/5/14","HD 89744 b",271.6,NA,NA,"Msini",8.44,2682.37,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>",1999,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2000ApJ...533L.147K target=ref> Korzennik 2000 </a>","Ground","Fred Lawrence Whipple Observatory","1.5 m Tillinghast Reflector Telescope","AFOE Echelle Spectrograph",10.36960042,178.389916,56.393689,141.332573,28.740385,NA,-5.6,3.7,"F7 V",NA
"659",659,"HD 90156","b","Radial Velocity",1,49.77,0.25,0.31,NA,0,0,0,"10h23m55.28s",155.980316,"-29d38m43.9s",-29.645529,22.09,5599,0.84,NA,"14/5/14","HD 90156 b",3.69,NA,NA,"Msini",0.057,17.98,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011A%26A...526A.111M target=ref> Mordasini et al. 2011 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011A%26A...526A.111M target=ref> Mordasini et al. 2011 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",10.39868774,268.37272,23.152132,170.852886,-36.479674,45.26,26.4,4.5,"G5 V",4.4
"660",660,"HD 9174","b","Radial Velocity",1,1179,2.2,0.12,NA,0,0,0,"01h30m01.00s",22.504177,"-19d36m16.2s",-19.604502,78.93,5577,1.03,1.67,"16/11/10","HD 9174 b",20.8,NA,NA,"Msini",1.11,352.7913,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160309391J target=ref>Jenkins et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160309391J target=ref>Jenkins et al. 2016</a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",1.50027847,174.582406,-78.390109,12.776157,-26.824713,12.67,NA,4.8,"G8 IV",9
"661",661,"HD 92788","b","Radial Velocity",1,325,0.96,0.35,NA,0,0,0,"10h42m48.53s",160.702209,"-02d11m01.5s",-2.183756,32.32,5821,1.1,NA,"15/4/24","HD 92788 b",106.2,NA,NA,"Msini",3.58,1137.8314,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...415..391M target=ref> Mayor et al. 2004 </a>",2000,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2001ApJ...551.1107F target=ref> Fischer et al. 2001 </a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",10.71348063,251.20722,47.352309,163.028501,-9.574002,30.94,-5,4.6,"G6 V",2.1
"662",662,"HD 93083","b","Radial Velocity",1,143.58,0.477,0.14,NA,0,0,0,"10h44m20.91s",161.087143,"-33d34m37.3s",-33.577023,28.9,4995,0.7,NA,"14/5/14","HD 93083 b",18.3,NA,NA,"Msini",0.37,117.59,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...437.1121L target=ref> Lovis et al. 2005 </a>",2005,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...437.1121L target=ref> Lovis et al. 2005 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",10.73914286,274.64527,22.221547,177.982151,-37.940195,34.6,NA,5.3,"K3 V",NA
"663",663,"HD 9446","b","Radial Velocity",2,30.052,0.189,0.2,NA,0,0,0,"01h33m20.18s",23.334101,"+29d15m54.5s",29.265148,52.85,5793,1,1,"16/3/10","HD 9446 b",NA,NA,NA,"Msini",0.7,222.472,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010A&A...513A..69H target=ref> Hebrard et al. 2010 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010A&A...513A..69H target=ref> Hebrard et al. 2010 </a>","Ground","Haute-Provence Observatory","1.93 m Telescope","SOPHIE Spectrograph",1.55560671,133.797807,-32.720986,32.559732,18.123478,18.92,21.71,4.5,"G5 V",NA
"664",664,"HD 9446","c","Radial Velocity",2,192.9,0.654,0.06,NA,0,0,0,"01h33m20.18s",23.334101,"+29d15m54.5s",29.265148,52.85,5793,1,1,"16/3/10","HD 9446 c",NA,NA,NA,"Msini",1.82,578.426,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010A&A...513A..69H target=ref> Hebrard et al. 2010 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010A&A...513A..69H target=ref> Hebrard et al. 2010 </a>","Ground","Haute-Provence Observatory","1.93 m Telescope","SOPHIE Spectrograph",1.55560671,133.797807,-32.720986,32.559732,18.123478,18.92,21.71,4.5,"G5 V",NA
"666",666,"HD 95089","b","Radial Velocity",1,507,1.51,0.157,NA,0,0,0,"10h58m47.74s",164.698898,"+01d43m45.2s",1.729216,149.03,5002,1.58,4.9,"14/5/14","HD 95089 b",NA,NA,NA,"Msini",1.2,381.38,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010PASP..122..701J target=ref> Johnson et al. 2010 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010PASP..122..701J target=ref> Johnson et al. 2010 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",10.97992655,251.412506,52.943472,165.24005,-4.42973,6.71,NA,4.9,"G8/K0 IV",2.5
"667",667,"HD 95127","b","Radial Velocity",1,482,1.28,0.11,NA,0,0,0,"10h59m35.09s",164.896194,"+43d48m52.1s",43.814465,332,4218,1.2,20,"15/2/5","HD 95127 b",116,NA,NA,"Msini",5.01,1592.26,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...803....1N target=ref>Niedzielski et al. 2015</a>",2015,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...803....1N target=ref>Niedzielski et al. 2015</a>","Ground","McDonald Observatory","9.2 m Hobby-Eberly Telescope","High Resolution Spectrograph",10.99307963,169.037434,61.995895,147.262062,34.083813,3.06,NA,5,"K0",5.5
"668",668,"HD 95872","b","Radial Velocity",1,4375,5.2,0.06,NA,0,0,0,"11h03m28.11s",165.867114,"-22d05m38.3s",-22.093977,7.56,5312,0.95,NA,"15/12/17","HD 95872 b",59,NA,NA,"Msini",4.6,1462.018,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151202965E target=ref>Endl et al. 2015</a>",2015,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151202965E target=ref>Endl et al. 2015</a>","Ground","Multiple Facilities","Multiple Telescopes","Multiple Instruments",11.0578076,272.336354,34.284159,176.309326,-25.790602,132.3,NA,5,"K0 V",10
"669",669,"HD 96063","b","Radial Velocity",1,361.1,0.99,0.03,NA,0,0,0,"11h04m44.45s",166.185226,"-02d30m47.6s",-2.513218,132.8,5148,1.02,4.5,"14/5/14","HD 96063 b",25.9,NA,NA,"Msini",0.9,286,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",11.0790151,257.778448,50.760624,168.270519,-7.765725,7.53,NA,4.6,"G6 V",9
"670",670,"HD 96127","b","Radial Velocity",1,647.3,1.4,0.3,NA,0,0,0,"11h05m45.95s",166.441452,"+44d18m05.6s",44.301559,221.24,4152,0.91,35,"15/5/14","HD 96127 b",104.8,NA,NA,"Msini",4,1271.32,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2012ApJ...745...28G target=ref> Gettel et al. 2012 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2012ApJ...745...28G target=ref> Gettel et al. 2012 </a>","Ground","McDonald Observatory","9.2 m Hobby-Eberly Telescope","High Resolution Spectrograph",11.0960968,166.965638,62.735597,148.176915,35.033944,1.85,NA,5.2,"K2 III",NA
"671",671,"HD 96167","b","Radial Velocity",1,498.9,1.3,0.71,NA,0,0,0,"11h05m15.07s",166.31279,"-10d17m28.7s",-10.291301,84.03,5770,1.31,1.86,"15/5/14","HD 96167 b",20.8,NA,NA,"Msini",0.68,216.1244,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009PASP..121..613P target=ref> Peek et al. 2009 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009PASP..121..613P target=ref> Peek et al. 2009 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",11.08751933,264.808564,44.578514,171.519445,-14.863616,11.9,NA,4.3,"G3 V",3.8
"672",672,"HD 97658","b","Radial Velocity",1,9.4909,0.0796,0.063,89.45,0,0,0,"11h14m33.16s",168.638184,"+25d42m37.4s",25.710384,21.3,5119,0.75,0.7,"16/10/27","HD 97658 b",2.9,NA,NA,"Mass",0.02473,7.86,3.35,0.209,2.341,0.021,"<a href=http://adsabs.harvard.edu/abs/2013ApJ...772L...2D target=ref> Dragomir et al. 2013 </a>",2010,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...730...10H target=ref> Howard et al. 2011 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",11.24254557,211.161966,68.295399,159.207476,19.112175,46.95,-1.7,5.1,"K1",NA
"673",673,"HD 98219","b","Radial Velocity",1,436.9,1.23,0.112,NA,0,0,0,"11h17m47.55s",169.448135,"-23d58m31.5s",-23.975414,150.38,4992,1.3,4.5,"14/5/14","HD 98219 b",41.2,NA,NA,"Msini",1.8,572.1,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",11.29654236,276.920577,34.122772,180.517696,-26.063826,6.65,NA,5,"K0 III/IV",4
"674",674,"HD 98649","b","Radial Velocity",1,4951,5.6,0.85,NA,0,0,0,"11h20m51.77s",170.215698,"-23d13m02.4s",-23.217342,42.77,5759,1,1,"14/5/14","HD 98649 b",176,NA,NA,"Msini",6.8,2161.2,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..90M target=ref> Marmier et al. 2013 </a>",2012,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..90M target=ref> Marmier et al. 2013 </a>","Ground","La Silla Observatory","1.2 m Leonhard Euler Telescope","CORALIE Spectrograph",11.34771322,277.305382,35.107211,180.855407,-25.075589,23.38,4.27,4.4,"G4 V",2.3
"675",675,"HD 99109","b","Radial Velocity",1,439.3,1.105,0.09,NA,0,0,1,"11h24m17.36s",171.072327,"-01d31m44.7s",-1.529076,60.46,5272,0.93,NA,"14/7/23","HD 99109 b",14.1,NA,NA,"Msini",0.502,159.5,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>",2005,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",11.40482178,263.238611,54.484037,172.402757,-4.944481,16.54,33,4.9,"G8/K0 IV",NA
"676",676,"HD 99492","b","Radial Velocity",1,17.054,0.123,0.07,NA,0,0,0,"11h26m46.28s",171.692825,"+03d00m22.8s",3.006328,55.7,4929,0.85,0.78,"16/3/10","HD 99492 b",6.98,NA,NA,"Msini",0.079,25.10857,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160300487K target=ref>Kane et al. 2016</a>",2004,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005ApJ...619..570M target=ref> Marcy et al. 2005 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",11.44618835,259.279563,58.5084,171.185033,-0.531328,NA,3.1,5.3,"K2/4",4.8
"677",677,"HD 99706","b","Radial Velocity",1,868,2.14,0.365,NA,0,0,0,"11h28m30.21s",172.125885,"+43d57m59.7s",43.966579,130.89,4932,1.72,5.4,"14/5/14","HD 99706 b",22.4,NA,NA,"Msini",1.4,444.9,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",11.475059,162.266818,66.29697,152.786799,36.70746,7.64,NA,5,"K0",2.1
"678",678,"HIP 105854","b","Radial Velocity",1,184.2,0.81,0.02,NA,0,0,0,"21h26m22.87s",321.595306,"-37d49m45.9s",-37.82943,84.6,4780,2.1,NA,"14/6/11","HIP 105854 b",178.1,NA,NA,"Msini",8.2,2606.1,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...566A.113J target=ref> Jones et al. 2014</a>",2014,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...566A.113J target=ref> Jones et al. 2014</a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",21.43968709,5.449636,-46.014527,311.723155,-21.563424,11.82,NA,5.2,"K2 III",NA
"679",679,"HIP 107773","b","Radial Velocity",1,144.3,0.72,0.09,NA,0,0,0,"21h50m00.12s",327.500519,"-64d42m45.1s",-64.71254,NA,4945,2.42,11.6,"15/6/4","HIP 107773 b",42.7,NA,NA,"Msini",1.98,629.3034,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..14J target=ref>Jones et al. 2015</a>",2015,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..14J target=ref>Jones et al. 2015</a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",21.83336792,327.402044,-42.798208,302.284185,-47.584392,9.65,NA,5.1,"K1 III",NA
"680",680,"HIP 109384","b","Radial Velocity",1,499.48,1.134,0.549,NA,0,0,0,"22h09m37.40s",332.405823,"+71d18m51.6s",71.314331,56.2,5180,0.78,NA,"16/2/25","HIP 109384 b",56.53,NA,NA,"Msini",1.56,495.8148,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160204622H target=ref>Hebrard et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160204622H target=ref>Hebrard et al. 2016</a>","Ground","Haute-Provence Observatory","1.93 m Telescope","SOPHIE Spectrograph",22.16038818,110.642652,12.414707,40.28391,68.148578,17.84,-63.68,4.5,"G5",NA
"681",681,"HIP 109600","b","Radial Velocity",1,232.08,0.706,0.163,NA,0,0,0,"22h12m06.25s",333.026062,"+29d03m56.9s",29.065811,58.6,5530,0.87,NA,"16/2/25","HIP 109600 b",98.6,NA,NA,"Msini",2.68,851.7844,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160204622H target=ref>Hebrard et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160204622H target=ref>Hebrard et al. 2016</a>","Ground","Haute-Provence Observatory","1.93 m Telescope","SOPHIE Spectrograph",22.20173747,85.761846,-22.076037,347.653901,37.115874,17.12,-70,4.5,"G5",NA
"682",682,"HIP 116454","b","Radial Velocity",1,9.1205,0.0906,0.205,88.43,0,0,1,"23h35m49.28s",353.955353,"+00d26m43.9s",0.445516,55.2,5089,0.78,0.72,"14/12/19","HIP 116454 b",4.41,690,NA,"Mass",0.037,11.82,4.17,0.226,2.53,0.023,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...800...59V target=ref>Vanderburg et al. 2015</a>",2014,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...800...59V target=ref>Vanderburg et al. 2015</a>","Space","K2","0.95 m Kepler Telescope","Kepler CCD Array",23.59702352,86.461145,-56.972883,354.627489,2.809767,18.1,-3.06,5.1,"K1",2
"683",683,"HIP 12961","b","Radial Velocity",1,57.435,0.25,0.166,NA,0,0,0,"02h46m42.89s",41.678692,"-23d05m11.8s",-23.086611,23.8,NA,NA,NA,"15/5/14","HIP 12961 b",24.71,NA,NA,"Msini",0.35,111.2405,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011A%26A...526A.141F target=ref> Forveille et al. 2011 </a>",2010,"<a href=http://adsabs.harvard.edu/abs/2011A%26A...526A.141F target=ref> Forveille et al. 2011 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",2.77857946,210.539391,-63.651535,30.532818,-37.091152,42.01,NA,6,"M0",NA
"684",684,"HIP 14810","b","Radial Velocity",3,6.673855,0.0692,0.1427,NA,0,0,0,"03h11m14.23s",47.809292,"+21d05m50.5s",21.097359,52.88,5485,0.99,1,"15/5/14","HIP 14810 b",424.48,NA,NA,"Msini",3.88,1233.1804,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...699L..97W target=ref> Wright et al. 2009 </a>",2005,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",3.18728612,161.550961,-31.094518,51.130919,3.169363,18.91,NA,4.5,"G5 V",NA
"685",685,"HIP 14810","c","Radial Velocity",3,147.73,0.545,0.164,NA,0,0,0,"03h11m14.23s",47.809292,"+21d05m50.5s",21.097359,52.88,5485,0.99,1,"15/5/14","HIP 14810 c",50.01,NA,NA,"Msini",1.28,406.8224,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...699L..97W target=ref> Wright et al. 2009 </a>",2006,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...657..533W target=ref> Wright et al. 2007 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",3.18728612,161.550961,-31.094518,51.130919,3.169363,18.91,NA,4.5,"G5 V",NA
"686",686,"HIP 14810","d","Radial Velocity",3,952,1.89,0.173,NA,0,0,0,"03h11m14.23s",47.809292,"+21d05m50.5s",21.097359,52.88,5485,0.99,1,"15/5/14","HIP 14810 d",12.03,NA,NA,"Msini",0.57,181.1631,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...699L..97W target=ref> Wright et al. 2009 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...699L..97W target=ref> Wright et al. 2009 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",3.18728612,161.550961,-31.094518,51.130919,3.169363,18.91,NA,4.5,"G5 V",NA
"687",687,"HIP 41378","b","Radial Velocity",5,15.5712,NA,NA,88.4,0,0,1,"08h26m27.85s",126.616043,"+10d04m49.4s",10.080378,116.14,6199,1.15,1.4,"16/7/7","HIP 41378 b",NA,NA,NA,"",NA,NA,NA,0.259,2.9,0.027,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160608441V target=ref>Vanderburg et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160608441V target=ref>Vanderburg et al. 2016</a>","Space","K2","0.95 m Kepler Telescope","Kepler CCD Array",8.44106954,214.526438,25.646038,126.463448,-8.844943,8.61,NA,NA,"",NA
"688",688,"HIP 41378","c","Radial Velocity",5,31.6978,NA,NA,89.58,0,0,1,"08h26m27.85s",126.616043,"+10d04m49.4s",10.080378,116.14,6199,1.15,1.4,"16/7/7","HIP 41378 c",NA,NA,NA,"",NA,NA,NA,0.228,2.56,0.023,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160608441V target=ref>Vanderburg et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160608441V target=ref>Vanderburg et al. 2016</a>","Space","K2","0.95 m Kepler Telescope","Kepler CCD Array",8.44106954,214.526438,25.646038,126.463448,-8.844943,8.61,NA,NA,"",NA
"689",689,"HIP 41378","d","Radial Velocity",5,156,NA,NA,NA,0,0,1,"08h26m27.85s",126.616043,"+10d04m49.4s",10.080378,116.14,6199,1.15,1.4,"16/7/7","HIP 41378 d",NA,NA,NA,"",NA,NA,NA,0.353,3.96,0.036,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160608441V target=ref>Vanderburg et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160608441V target=ref>Vanderburg et al. 2016</a>","Space","K2","0.95 m Kepler Telescope","Kepler CCD Array",8.44106954,214.526438,25.646038,126.463448,-8.844943,8.61,NA,NA,"",NA
"690",690,"HIP 41378","e","Radial Velocity",5,131,NA,NA,NA,0,0,1,"08h26m27.85s",126.616043,"+10d04m49.4s",10.080378,116.14,6199,1.15,1.4,"16/7/7","HIP 41378 e",NA,NA,NA,"",NA,NA,NA,0.492,5.51,0.05,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160608441V target=ref>Vanderburg et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160608441V target=ref>Vanderburg et al. 2016</a>","Space","K2","0.95 m Kepler Telescope","Kepler CCD Array",8.44106954,214.526438,25.646038,126.463448,-8.844943,8.61,NA,NA,"",NA
"691",691,"HIP 41378","f","Radial Velocity",5,324,NA,NA,NA,0,0,1,"08h26m27.85s",126.616043,"+10d04m49.4s",10.080378,116.14,6199,1.15,1.4,"16/7/7","HIP 41378 f",NA,NA,NA,"",NA,NA,NA,0.91,10.2,0.093,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160608441V target=ref>Vanderburg et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160608441V target=ref>Vanderburg et al. 2016</a>","Space","K2","0.95 m Kepler Telescope","Kepler CCD Array",8.44106954,214.526438,25.646038,126.463448,-8.844943,8.61,NA,NA,"",NA
